model,model-type,concept1,concept2,raw-counts,accuracy
mllama,vlm,bun,food,"(2, 3)",66.66666667
mllama,vlm,planter,pot,"(9, 10)",90
mllama,vlm,planter,vessel,"(9, 10)",90
mllama,vlm,planter,container,"(9, 10)",90
mllama,vlm,urinal,plumbing fixture,"(2, 2)",100
mllama,vlm,urinal,fixture,"(2, 2)",100
mllama,vlm,plumbing fixture,fixture,"(119, 130)",91.53846154
mllama,vlm,branch,stalk,"(7, 7)",100
mllama,vlm,suit,garment,"(8, 8)",100
mllama,vlm,suit,clothing,"(8, 8)",100
mllama,vlm,sauce,condiment,"(2, 2)",100
mllama,vlm,sauce,food,"(1, 2)",50
mllama,vlm,puddle,body of water,"(1, 1)",100
mllama,vlm,shoe,footwear,"(47, 51)",92.15686275
mllama,vlm,shoe,covering,"(34, 51)",66.66666667
mllama,vlm,hallway,corridor,"(1, 1)",100
mllama,vlm,hallway,passage,"(0, 1)",0
mllama,vlm,corridor,passage,"(0, 1)",0
mllama,vlm,cucumber,vegetable,"(0, 0)",0
mllama,vlm,cucumber,produce,"(0, 0)",0
mllama,vlm,cucumber,food,"(0, 0)",0
mllama,vlm,toothbrush,brush,"(32, 37)",86.48648649
mllama,vlm,toothbrush,tool,"(31, 37)",83.78378378
mllama,vlm,purse,bag,"(48, 48)",100
mllama,vlm,purse,container,"(34, 48)",70.83333333
mllama,vlm,picture,artwork,"(62, 65)",95.38461538
mllama,vlm,picture,art,"(63, 65)",96.92307692
mllama,vlm,uniform,clothing,"(15, 15)",100
mllama,vlm,pitcher,athlete,"(4, 4)",100
mllama,vlm,pitcher,person,"(4, 4)",100
mllama,vlm,cookie,baked good,"(2, 2)",100
mllama,vlm,cookie,food,"(2, 2)",100
mllama,vlm,lemon,citrus fruit,"(2, 2)",100
mllama,vlm,lemon,fruit,"(2, 2)",100
mllama,vlm,lemon,food,"(2, 2)",100
mllama,vlm,citrus fruit,fruit,"(8, 9)",88.88888889
mllama,vlm,citrus fruit,food,"(7, 9)",77.77777778
mllama,vlm,bowl,vessel,"(65, 73)",89.04109589
mllama,vlm,bowl,container,"(65, 73)",89.04109589
mllama,vlm,racket,sports equiment,"(241, 270)",89.25925926
mllama,vlm,sausage,meat,"(5, 5)",100
mllama,vlm,sausage,food,"(5, 5)",100
mllama,vlm,bookshelf,shelf,"(25, 27)",92.59259259
mllama,vlm,drawer,container,"(39, 42)",92.85714286
mllama,vlm,couch,seat,"(21, 26)",80.76923077
mllama,vlm,couch,furniture,"(22, 26)",84.61538462
mllama,vlm,trash,waste,"(2, 2)",100
mllama,vlm,wool,clothing,"(1, 1)",100
mllama,vlm,bike,motor vehicle,"(76, 96)",79.16666667
mllama,vlm,bike,wheeled vehicle,"(82, 96)",85.41666667
mllama,vlm,bike,vehicle,"(77, 96)",80.20833333
mllama,vlm,vest,garment,"(1, 1)",100
mllama,vlm,vest,clothing,"(1, 1)",100
mllama,vlm,napkin,table linen,"(85, 105)",80.95238095
mllama,vlm,napkin,linen,"(87, 105)",82.85714286
mllama,vlm,napkin,covering,"(81, 105)",77.14285714
mllama,vlm,table linen,linen,"(136, 148)",91.89189189
mllama,vlm,table linen,covering,"(130, 148)",87.83783784
mllama,vlm,linen,covering,"(132, 145)",91.03448276
mllama,vlm,audience,gathering,"(0, 0)",0
mllama,vlm,audience,group,"(0, 0)",0
mllama,vlm,gathering,group,"(4, 4)",100
mllama,vlm,coat,garment,"(198, 211)",93.83886256
mllama,vlm,coat,clothing,"(197, 211)",93.36492891
mllama,vlm,surfboard,board,"(347, 371)",93.5309973
mllama,vlm,pan,kitchen utensil,"(17, 19)",89.47368421
mllama,vlm,pan,utensil,"(17, 19)",89.47368421
mllama,vlm,policeman,person,"(1, 2)",50
mllama,vlm,ring,jewelry,"(20, 22)",90.90909091
mllama,vlm,ring,ornament,"(19, 22)",86.36363636
mllama,vlm,ring,decoration,"(19, 22)",86.36363636
mllama,vlm,hat,headgear,"(198, 225)",88
mllama,vlm,hat,covering,"(175, 225)",77.77777778
mllama,vlm,couple,people,"(5, 5)",100
mllama,vlm,bicycle,wheeled vehicle,"(12, 18)",66.66666667
mllama,vlm,bicycle,vehicle,"(10, 18)",55.55555556
mllama,vlm,surfer,athlete,"(26, 30)",86.66666667
mllama,vlm,surfer,person,"(25, 30)",83.33333333
mllama,vlm,cow,cattle,"(228, 236)",96.61016949
mllama,vlm,cow,mammal,"(218, 236)",92.37288136
mllama,vlm,cow,vertebrate,"(194, 236)",82.20338983
mllama,vlm,cow,animal,"(227, 236)",96.18644068
mllama,vlm,tray,receptacle,"(32, 35)",91.42857143
mllama,vlm,tray,container,"(32, 35)",91.42857143
mllama,vlm,receptacle,container,"(31, 32)",96.875
mllama,vlm,fur,animal skin,"(19, 21)",90.47619048
mllama,vlm,boy,person,"(125, 137)",91.24087591
mllama,vlm,house,building,"(29, 31)",93.5483871
mllama,vlm,house,structure,"(29, 31)",93.5483871
mllama,vlm,jeep,car,"(4, 4)",100
mllama,vlm,jeep,motor vehicle,"(4, 4)",100
mllama,vlm,jeep,wheeled vehicle,"(4, 4)",100
mllama,vlm,jeep,vehicle,"(4, 4)",100
mllama,vlm,fish,vertebrate,"(5, 5)",100
mllama,vlm,fish,animal,"(5, 5)",100
mllama,vlm,dog,canine,"(909, 950)",95.68421053
mllama,vlm,dog,mammal,"(846, 950)",89.05263158
mllama,vlm,dog,vertebrate,"(772, 950)",81.26315789
mllama,vlm,dog,animal,"(861, 950)",90.63157895
mllama,vlm,canine,mammal,"(836, 925)",90.37837838
mllama,vlm,canine,vertebrate,"(767, 925)",82.91891892
mllama,vlm,canine,animal,"(850, 925)",91.89189189
mllama,vlm,chicken,domestic fowl,"(23, 27)",85.18518519
mllama,vlm,chicken,bird,"(26, 27)",96.2962963
mllama,vlm,chicken,vertebrate,"(26, 27)",96.2962963
mllama,vlm,chicken,animal,"(23, 27)",85.18518519
mllama,vlm,domestic fowl,bird,"(23, 25)",92
mllama,vlm,domestic fowl,vertebrate,"(25, 25)",100
mllama,vlm,domestic fowl,animal,"(21, 25)",84
mllama,vlm,placemat,pad,"(16, 17)",94.11764706
mllama,vlm,tie,neckwear,"(1, 1)",100
mllama,vlm,tie,garment,"(1, 1)",100
mllama,vlm,tie,clothing,"(1, 1)",100
mllama,vlm,neckwear,garment,"(1, 1)",100
mllama,vlm,neckwear,clothing,"(1, 1)",100
mllama,vlm,foil,sheet metal,"(1, 1)",100
mllama,vlm,foil,sheet,"(1, 1)",100
mllama,vlm,sheet metal,sheet,"(1, 1)",100
mllama,vlm,driver,person,"(1, 1)",100
mllama,vlm,television,electronic device,"(60, 63)",95.23809524
mllama,vlm,television,device,"(56, 63)",88.88888889
mllama,vlm,earring,jewelry,"(1, 2)",50
mllama,vlm,earring,ornament,"(1, 2)",50
mllama,vlm,earring,decoration,"(1, 2)",50
mllama,vlm,spatula,kitchen utensil,"(11, 11)",100
mllama,vlm,spatula,utensil,"(11, 11)",100
mllama,vlm,ocean,body of water,"(28, 28)",100
mllama,vlm,jacket,coat,"(139, 150)",92.66666667
mllama,vlm,jacket,garment,"(140, 150)",93.33333333
mllama,vlm,jacket,clothing,"(140, 150)",93.33333333
mllama,vlm,pouch,bag,"(7, 7)",100
mllama,vlm,pouch,container,"(7, 7)",100
mllama,vlm,counter,table,"(45, 51)",88.23529412
mllama,vlm,counter,furniture,"(40, 51)",78.43137255
mllama,vlm,fan,device,"(2, 3)",66.66666667
mllama,vlm,liquor,alcohol,"(2, 2)",100
mllama,vlm,liquor,beverage,"(2, 2)",100
mllama,vlm,elephant,mammal,"(127, 138)",92.02898551
mllama,vlm,elephant,vertebrate,"(122, 138)",88.4057971
mllama,vlm,elephant,animal,"(128, 138)",92.75362319
mllama,vlm,tent,shelter,"(10, 11)",90.90909091
mllama,vlm,tent,structure,"(10, 11)",90.90909091
mllama,vlm,shelter,structure,"(10, 10)",100
mllama,vlm,juice,beverage,"(10, 12)",83.33333333
mllama,vlm,phone,electronic device,"(63, 69)",91.30434783
mllama,vlm,phone,device,"(64, 69)",92.75362319
mllama,vlm,platform,structure,"(17, 21)",80.95238095
mllama,vlm,dock,enclosure,"(4, 5)",80
mllama,vlm,football,ball,"(5, 5)",100
mllama,vlm,football,sports equipment,"(5, 5)",100
mllama,vlm,football,equipment,"(5, 5)",100
mllama,vlm,monitor,electronic device,"(8, 8)",100
mllama,vlm,monitor,device,"(8, 8)",100
mllama,vlm,frog,amphibian,"(1, 1)",100
mllama,vlm,frog,vertebrate,"(1, 1)",100
mllama,vlm,frog,animal,"(1, 1)",100
mllama,vlm,amphibian,vertebrate,"(1, 1)",100
mllama,vlm,amphibian,animal,"(1, 1)",100
mllama,vlm,beard,hair,"(11, 11)",100
mllama,vlm,milk,beverage,"(4, 5)",80
mllama,vlm,tire,hoop,"(34, 46)",73.91304348
mllama,vlm,tire,band,"(32, 46)",69.56521739
mllama,vlm,tire,strip,"(32, 46)",69.56521739
mllama,vlm,hoop,band,"(33, 35)",94.28571429
mllama,vlm,hoop,strip,"(32, 35)",91.42857143
mllama,vlm,broccoli,vegetable,"(16, 16)",100
mllama,vlm,broccoli,produce,"(16, 16)",100
mllama,vlm,broccoli,food,"(16, 16)",100
mllama,vlm,floor,horizontal surface,"(216, 244)",88.52459016
mllama,vlm,floor,surface,"(206, 244)",84.42622951
mllama,vlm,horizontal surface,surface,"(207, 231)",89.61038961
mllama,vlm,cyclist,rider,"(3, 4)",75
mllama,vlm,cyclist,traveler,"(3, 4)",75
mllama,vlm,cyclist,person,"(4, 4)",100
mllama,vlm,rider,traveler,"(3, 3)",100
mllama,vlm,rider,person,"(3, 3)",100
mllama,vlm,bottle,vessel,"(58, 81)",71.60493827
mllama,vlm,bottle,container,"(70, 81)",86.41975309
mllama,vlm,lettuce,salad green,"(1, 1)",100
mllama,vlm,lettuce,vegetable,"(1, 1)",100
mllama,vlm,lettuce,produce,"(1, 1)",100
mllama,vlm,lettuce,food,"(1, 1)",100
mllama,vlm,salad green,vegetable,"(1, 1)",100
mllama,vlm,salad green,produce,"(1, 1)",100
mllama,vlm,salad green,food,"(1, 1)",100
mllama,vlm,can,container,"(24, 28)",85.71428571
mllama,vlm,batter,athlete,"(4, 4)",100
mllama,vlm,batter,person,"(3, 4)",75
mllama,vlm,wristband,band,"(3, 3)",100
mllama,vlm,wristband,strip,"(3, 3)",100
mllama,vlm,newspaper,paper,"(6, 6)",100
mllama,vlm,biker,traveler,"(2, 2)",100
mllama,vlm,biker,person,"(1, 2)",50
mllama,vlm,package,container,"(0, 1)",0
mllama,vlm,keyboard,electronic device,"(12, 16)",75
mllama,vlm,keyboard,device,"(12, 16)",75
mllama,vlm,luggage,case,"(5, 5)",100
mllama,vlm,luggage,container,"(5, 5)",100
mllama,vlm,jersey,shirt,"(10, 10)",100
mllama,vlm,jersey,garment,"(9, 10)",90
mllama,vlm,jersey,clothing,"(9, 10)",90
mllama,vlm,candle,source of illumination,"(34, 42)",80.95238095
mllama,vlm,basket,container,"(7, 7)",100
mllama,vlm,desk,table,"(88, 97)",90.72164948
mllama,vlm,desk,furniture,"(74, 97)",76.28865979
mllama,vlm,kangaroo,mammal,"(2, 2)",100
mllama,vlm,kangaroo,vertebrate,"(2, 2)",100
mllama,vlm,kangaroo,animal,"(2, 2)",100
mllama,vlm,airplane,aircraft,"(178, 185)",96.21621622
mllama,vlm,airplane,vehicle,"(133, 185)",71.89189189
mllama,vlm,tablecloth,table linen,"(59, 60)",98.33333333
mllama,vlm,tablecloth,linen,"(52, 60)",86.66666667
mllama,vlm,tablecloth,covering,"(49, 60)",81.66666667
mllama,vlm,sea,body of water,"(0, 0)",0
mllama,vlm,lady,woman,"(22, 22)",100
mllama,vlm,lady,adult,"(20, 22)",90.90909091
mllama,vlm,lady,person,"(19, 22)",86.36363636
mllama,vlm,notepad,pad,"(4, 4)",100
mllama,vlm,bathtub,vessel,"(9, 11)",81.81818182
mllama,vlm,bathtub,container,"(9, 11)",81.81818182
mllama,vlm,snowboarder,person,"(9, 10)",90
mllama,vlm,snowboard,board,"(81, 93)",87.09677419
mllama,vlm,drum,percussion instrument,"(1, 1)",100
mllama,vlm,drum,musical instrument,"(1, 1)",100
mllama,vlm,drum,device,"(1, 1)",100
mllama,vlm,percussion instrument,musical instrument,"(1, 1)",100
mllama,vlm,percussion instrument,device,"(1, 1)",100
mllama,vlm,orange,citrus fruit,"(6, 6)",100
mllama,vlm,orange,fruit,"(6, 6)",100
mllama,vlm,orange,food,"(5, 6)",83.33333333
mllama,vlm,dress,woman's clothing,"(10, 10)",100
mllama,vlm,dress,clothing,"(10, 10)",100
mllama,vlm,cart,wagon,"(4, 4)",100
mllama,vlm,cart,wheeled vehicle,"(4, 4)",100
mllama,vlm,cart,vehicle,"(4, 4)",100
mllama,vlm,wagon,wheeled vehicle,"(4, 4)",100
mllama,vlm,wagon,vehicle,"(4, 4)",100
mllama,vlm,oven,kitchen appliance,"(42, 46)",91.30434783
mllama,vlm,oven,home appliance,"(39, 46)",84.7826087
mllama,vlm,oven,appliance,"(40, 46)",86.95652174
mllama,vlm,pavement,paved surface,"(4, 4)",100
mllama,vlm,pavement,horizontal surface,"(4, 4)",100
mllama,vlm,pavement,surface,"(4, 4)",100
mllama,vlm,paved surface,horizontal surface,"(4, 4)",100
mllama,vlm,paved surface,surface,"(4, 4)",100
mllama,vlm,antenna,electrical device,"(2, 3)",66.66666667
mllama,vlm,antenna,device,"(2, 3)",66.66666667
mllama,vlm,electrical device,device,"(2, 2)",100
mllama,vlm,soap,toiletry,"(8, 8)",100
mllama,vlm,tractor,wheeled vehicle,"(6, 6)",100
mllama,vlm,tractor,vehicle,"(6, 6)",100
mllama,vlm,lid,top,"(34, 39)",87.17948718
mllama,vlm,lid,woman's clothing,"(30, 39)",76.92307692
mllama,vlm,lid,clothing,"(30, 39)",76.92307692
mllama,vlm,wok,pan,"(1, 1)",100
mllama,vlm,wok,kitchen utensil,"(1, 1)",100
mllama,vlm,wok,utensil,"(1, 1)",100
mllama,vlm,pencil,writing tool,"(1, 1)",100
mllama,vlm,comforter,bedding,"(11, 11)",100
mllama,vlm,comforter,covering,"(10, 11)",90.90909091
mllama,vlm,sponge,absorbent material,"(4, 5)",80
mllama,vlm,notebook,book,"(12, 13)",92.30769231
mllama,vlm,pen,writing device,"(11, 14)",78.57142857
mllama,vlm,dumpster,container,"(5, 5)",100
mllama,vlm,chandelier,light fixture,"(3, 3)",100
mllama,vlm,chandelier,fixture,"(3, 3)",100
mllama,vlm,light fixture,fixture,"(3, 3)",100
mllama,vlm,helmet,headgear,"(220, 235)",93.61702128
mllama,vlm,helmet,covering,"(177, 235)",75.31914894
mllama,vlm,sink,plumbing fixture,"(118, 130)",90.76923077
mllama,vlm,sink,fixture,"(113, 130)",86.92307692
mllama,vlm,fork,cutlery,"(222, 240)",92.5
mllama,vlm,hose,tube,"(10, 11)",90.90909091
mllama,vlm,truck,motor vehicle,"(98, 110)",89.09090909
mllama,vlm,truck,wheeled vehicle,"(104, 110)",94.54545455
mllama,vlm,truck,vehicle,"(99, 110)",90
mllama,vlm,ship,water vehicle,"(1, 2)",50
mllama,vlm,ship,vehicle,"(1, 2)",50
mllama,vlm,soup,food,"(0, 0)",0
mllama,vlm,watch,instrument,"(14, 20)",70
mllama,vlm,watch,device,"(15, 20)",75
mllama,vlm,doll,toy,"(10, 12)",83.33333333
mllama,vlm,microwave,kitchen appliance,"(43, 45)",95.55555556
mllama,vlm,microwave,home appliance,"(43, 45)",95.55555556
mllama,vlm,microwave,appliance,"(42, 45)",93.33333333
mllama,vlm,donkey,equine,"(2, 2)",100
mllama,vlm,donkey,mammal,"(2, 2)",100
mllama,vlm,donkey,vertebrate,"(2, 2)",100
mllama,vlm,donkey,animal,"(2, 2)",100
mllama,vlm,farmer,person,"(1, 1)",100
mllama,vlm,bracelet,band,"(14, 19)",73.68421053
mllama,vlm,bracelet,strip,"(14, 19)",73.68421053
mllama,vlm,card,paper,"(1, 1)",100
mllama,vlm,skateboard,board,"(240, 275)",87.27272727
mllama,vlm,poster,sign,"(6, 6)",100
mllama,vlm,bench,seat,"(261, 317)",82.33438486
mllama,vlm,bench,furniture,"(255, 317)",80.44164038
mllama,vlm,cupboard,furniture,"(6, 7)",85.71428571
mllama,vlm,patio,area,"(1, 1)",100
mllama,vlm,crowd,gathering,"(4, 4)",100
mllama,vlm,crowd,group,"(4, 4)",100
llava,vlm,bedspread,bedding,"(6, 6)",100
llava,vlm,bedspread,covering,"(6, 6)",100
llava,vlm,bedding,covering,"(123, 129)",95.34883721
llava,vlm,giraffe,mammal,"(269, 275)",97.81818182
llava,vlm,giraffe,vertebrate,"(263, 275)",95.63636364
llava,vlm,giraffe,animal,"(269, 275)",97.81818182
llava,vlm,mammal,vertebrate,"(3948, 4095)",96.41025641
llava,vlm,mammal,animal,"(3979, 4095)",97.16727717
llava,vlm,vertebrate,animal,"(4221, 4316)",97.79888786
llava,vlm,bunny,rabbit,"(19, 19)",100
llava,vlm,bunny,mammal,"(19, 19)",100
llava,vlm,bunny,vertebrate,"(18, 19)",94.73684211
llava,vlm,bunny,animal,"(19, 19)",100
llava,vlm,rabbit,mammal,"(20, 20)",100
llava,vlm,rabbit,vertebrate,"(19, 20)",95
llava,vlm,rabbit,animal,"(20, 20)",100
llava,vlm,mask,protective covering,"(3, 3)",100
llava,vlm,mask,covering,"(3, 3)",100
llava,vlm,protective covering,covering,"(88, 99)",88.88888889
llava,vlm,dishwasher,home appliance,"(10, 10)",100
llava,vlm,dishwasher,appliance,"(10, 10)",100
llava,vlm,home appliance,appliance,"(195, 200)",97.5
llava,vlm,bed,bedroom furniture,"(115, 124)",92.74193548
llava,vlm,bed,furniture,"(114, 124)",91.93548387
llava,vlm,bedroom furniture,furniture,"(116, 120)",96.66666667
llava,vlm,flower,plant,"(52, 61)",85.24590164
llava,vlm,burner,heating element,"(2, 2)",100
llava,vlm,station,facility,"(10, 10)",100
llava,vlm,bread,baked good,"(8, 8)",100
llava,vlm,bread,food,"(7, 8)",87.5
llava,vlm,baked good,food,"(139, 154)",90.25974026
llava,vlm,blender,mixer,"(8, 8)",100
llava,vlm,blender,kitchen utensil,"(8, 8)",100
llava,vlm,blender,utensil,"(8, 8)",100
llava,vlm,mixer,kitchen utensil,"(8, 8)",100
llava,vlm,mixer,utensil,"(8, 8)",100
llava,vlm,kitchen utensil,utensil,"(59, 62)",95.16129032
llava,vlm,sculpture,artwork,"(4, 4)",100
llava,vlm,sculpture,art,"(4, 4)",100
llava,vlm,artwork,art,"(103, 111)",92.79279279
llava,vlm,skateboarder,athlete,"(20, 20)",100
llava,vlm,skateboarder,person,"(20, 20)",100
llava,vlm,athlete,person,"(78, 79)",98.73417722
llava,vlm,cooker,kitchen utensil,"(1, 3)",33.33333333
llava,vlm,cooker,utensil,"(1, 3)",33.33333333
llava,vlm,paddle,bat,"(5, 5)",100
llava,vlm,paddle,club,"(4, 5)",80
llava,vlm,paddle,stick,"(4, 5)",80
llava,vlm,bat,club,"(94, 127)",74.01574803
llava,vlm,bat,stick,"(118, 127)",92.91338583
llava,vlm,club,stick,"(94, 100)",94
llava,vlm,baseball,game,"(8, 14)",57.14285714
llava,vlm,ginger,spice,"(2, 2)",100
llava,vlm,ginger,food,"(2, 2)",100
llava,vlm,spice,food,"(2, 2)",100
llava,vlm,lamp,furniture,"(25, 33)",75.75757576
llava,vlm,owl,bird of prey,"(4, 4)",100
llava,vlm,owl,bird,"(4, 4)",100
llava,vlm,owl,vertebrate,"(4, 4)",100
llava,vlm,owl,animal,"(4, 4)",100
llava,vlm,bird of prey,bird,"(14, 16)",87.5
llava,vlm,bird of prey,vertebrate,"(13, 16)",81.25
llava,vlm,bird of prey,animal,"(14, 16)",87.5
llava,vlm,bird,vertebrate,"(292, 306)",95.4248366
llava,vlm,bird,animal,"(299, 306)",97.7124183
llava,vlm,tomato,vegetable,"(0, 0)",0
llava,vlm,tomato,produce,"(0, 0)",0
llava,vlm,tomato,food,"(0, 0)",0
llava,vlm,vegetable,produce,"(87, 97)",89.69072165
llava,vlm,vegetable,food,"(90, 97)",92.78350515
llava,vlm,produce,food,"(88, 91)",96.7032967
llava,vlm,cage,enclosure,"(1, 2)",50
llava,vlm,bear,mammal,"(248, 261)",95.01915709
llava,vlm,bear,vertebrate,"(242, 261)",92.72030651
llava,vlm,bear,animal,"(249, 261)",95.40229885
llava,vlm,clock,instrument,"(315, 374)",84.22459893
llava,vlm,clock,device,"(293, 374)",78.34224599
llava,vlm,instrument,device,"(306, 355)",86.1971831
llava,vlm,suitcase,baggage,"(23, 24)",95.83333333
llava,vlm,suitcase,case,"(22, 24)",91.66666667
llava,vlm,suitcase,container,"(24, 24)",100
llava,vlm,baggage,case,"(23, 24)",95.83333333
llava,vlm,baggage,container,"(23, 24)",95.83333333
llava,vlm,case,container,"(28, 29)",96.55172414
llava,vlm,blanket,bedding,"(106, 112)",94.64285714
llava,vlm,blanket,covering,"(105, 112)",93.75
llava,vlm,glaze,topping,"(0, 0)",0
llava,vlm,glaze,garnish,"(0, 0)",0
llava,vlm,topping,garnish,"(0, 0)",0
llava,vlm,dish,container,"(12, 12)",100
llava,vlm,bus,motor vehicle,"(180, 185)",97.2972973
llava,vlm,bus,wheeled vehicle,"(179, 185)",96.75675676
llava,vlm,bus,vehicle,"(180, 185)",97.2972973
llava,vlm,motor vehicle,wheeled vehicle,"(738, 769)",95.96879064
llava,vlm,motor vehicle,vehicle,"(746, 769)",97.00910273
llava,vlm,wheeled vehicle,vehicle,"(778, 819)",94.99389499
llava,vlm,roadway,road,"(3, 3)",100
llava,vlm,building,structure,"(98, 101)",97.02970297
llava,vlm,wall,partition,"(211, 221)",95.47511312
llava,vlm,wall,structure,"(209, 221)",94.57013575
llava,vlm,partition,structure,"(210, 217)",96.77419355
llava,vlm,robe,garment,"(2, 2)",100
llava,vlm,robe,clothing,"(0, 2)",0
llava,vlm,garment,clothing,"(880, 906)",97.13024283
llava,vlm,laptop,personal computer,"(162, 169)",95.85798817
llava,vlm,laptop,computer,"(164, 169)",97.04142012
llava,vlm,laptop,electronic device,"(153, 169)",90.53254438
llava,vlm,laptop,device,"(150, 169)",88.75739645
llava,vlm,personal computer,computer,"(163, 167)",97.60479042
llava,vlm,personal computer,electronic device,"(150, 167)",89.82035928
llava,vlm,personal computer,device,"(150, 167)",89.82035928
llava,vlm,computer,electronic device,"(153, 170)",90
llava,vlm,computer,device,"(152, 170)",89.41176471
llava,vlm,electronic device,device,"(384, 392)",97.95918367
llava,vlm,pond,lake,"(4, 4)",100
llava,vlm,pond,body of water,"(3, 4)",75
llava,vlm,lake,body of water,"(29, 31)",93.5483871
llava,vlm,bug,insect,"(1, 1)",100
llava,vlm,bug,invertebrate,"(1, 1)",100
llava,vlm,bug,animal,"(1, 1)",100
llava,vlm,insect,invertebrate,"(1, 1)",100
llava,vlm,insect,animal,"(1, 1)",100
llava,vlm,invertebrate,animal,"(1, 1)",100
llava,vlm,carrot,root vegetable,"(71, 78)",91.02564103
llava,vlm,carrot,vegetable,"(74, 78)",94.87179487
llava,vlm,carrot,produce,"(72, 78)",92.30769231
llava,vlm,carrot,food,"(73, 78)",93.58974359
llava,vlm,root vegetable,vegetable,"(73, 77)",94.80519481
llava,vlm,root vegetable,produce,"(69, 77)",89.61038961
llava,vlm,root vegetable,food,"(70, 77)",90.90909091
llava,vlm,bathroom,room,"(3, 4)",75
llava,vlm,bathroom,area,"(3, 4)",75
llava,vlm,room,area,"(124, 140)",88.57142857
llava,vlm,blind,protective covering,"(87, 105)",82.85714286
llava,vlm,blind,covering,"(85, 105)",80.95238095
llava,vlm,skier,athlete,"(10, 10)",100
llava,vlm,skier,person,"(10, 10)",100
llava,vlm,necklace,jewelry,"(11, 11)",100
llava,vlm,necklace,ornament,"(11, 11)",100
llava,vlm,necklace,decoration,"(11, 11)",100
llava,vlm,jewelry,ornament,"(28, 29)",96.55172414
llava,vlm,jewelry,decoration,"(29, 29)",100
llava,vlm,ornament,decoration,"(33, 33)",100
llava,vlm,refrigerator,home appliance,"(50, 52)",96.15384615
llava,vlm,refrigerator,appliance,"(50, 52)",96.15384615
llava,vlm,sweater,garment,"(18, 21)",85.71428571
llava,vlm,sweater,clothing,"(18, 21)",85.71428571
llava,vlm,motorcycle,motor vehicle,"(66, 79)",83.5443038
llava,vlm,motorcycle,wheeled vehicle,"(69, 79)",87.34177215
llava,vlm,motorcycle,vehicle,"(66, 79)",83.5443038
llava,vlm,van,motor vehicle,"(9, 9)",100
llava,vlm,van,wheeled vehicle,"(9, 9)",100
llava,vlm,van,vehicle,"(9, 9)",100
llava,vlm,sweatshirt,sweater,"(10, 10)",100
llava,vlm,sweatshirt,garment,"(8, 10)",80
llava,vlm,sweatshirt,clothing,"(8, 10)",80
llava,vlm,zebra,equine,"(316, 373)",84.71849866
llava,vlm,zebra,mammal,"(330, 373)",88.47184987
llava,vlm,zebra,vertebrate,"(335, 373)",89.81233244
llava,vlm,zebra,animal,"(336, 373)",90.08042895
