idx,category,hypernym,negative_sample,hypernym_sentence,negative_sentence
384,van,motor vehicle,child,vans are a type of motor vehicle,vans are a type of child
385,van,wheeled vehicle,condiment,vans are a type of wheeled vehicle,vans are a type of condiment
386,van,wheeled vehicle,vertebrate,vans are a type of wheeled vehicle,vans are a type of vertebrate
387,van,wheeled vehicle,strip,vans are a type of wheeled vehicle,vans are a type of strip
388,van,wheeled vehicle,church,vans are a type of wheeled vehicle,vans are a type of church
389,van,vehicle,computer,vans are a type of vehicle,vans are a type of computer
390,van,vehicle,bird,vans are a type of vehicle,vans are a type of bird
391,van,vehicle,blind,vans are a type of vehicle,vans are a type of blinds
392,van,vehicle,pastry,vans are a type of vehicle,vans are a type of pastry
393,sweatshirt,sweater,sandwich,sweatshirts are a type of sweater,sweatshirts are a type of sandwich
394,sweatshirt,sweater,walk,sweatshirts are a type of sweater,sweatshirts are a type of walk
395,sweatshirt,sweater,receptacle,sweatshirts are a type of sweater,sweatshirts are a type of receptacle
396,sweatshirt,sweater,electrical device,sweatshirts are a type of sweater,sweatshirts are a type of electrical device
397,sweatshirt,garment,electrical device,sweatshirts are a type of garment,sweatshirts are a type of electrical device
398,sweatshirt,garment,child,sweatshirts are a type of garment,sweatshirts are a type of child
399,sweatshirt,garment,cleaning tool,sweatshirts are a type of garment,sweatshirts are a type of cleaning tool
400,sweatshirt,garment,access,sweatshirts are a type of garment,sweatshirts are a type of access
401,sweatshirt,clothing,cattle,sweatshirts are a type of clothing,sweatshirts are a type of cattle
402,sweatshirt,clothing,stalk,sweatshirts are a type of clothing,sweatshirts are a type of stalk
403,sweatshirt,clothing,utensil,sweatshirts are a type of clothing,sweatshirts are a type of utensil
404,sweatshirt,clothing,musical instrument,sweatshirts are a type of clothing,sweatshirts are a type of musical instrument
405,zebra,equine,aquatic bird,zebras are a type of equine,zebras are a type of aquatic bird
406,zebra,equine,woody plant,zebras are a type of equine,zebras are a type of woody plant
407,zebra,equine,corridor,zebras are a type of equine,zebras are a type of corridor
408,zebra,equine,facility,zebras are a type of equine,zebras are a type of facility
409,zebra,mammal,invertebrate,zebras are a type of mammal,zebras are a type of invertebrate
410,zebra,mammal,spice,zebras are a type of mammal,zebras are a type of spice
411,zebra,mammal,succulent,zebras are a type of mammal,zebras are a type of succulent
412,zebra,mammal,woman,zebras are a type of mammal,zebras are a type of woman
413,zebra,vertebrate,toy,zebras are a type of vertebrate,zebras are a type of toy
414,zebra,vertebrate,wagon,zebras are a type of vertebrate,zebras are a type of wagon
415,zebra,vertebrate,work surface,zebras are a type of vertebrate,zebras are a type of work surface
416,zebra,vertebrate,tool,zebras are a type of vertebrate,zebras are a type of tool
417,zebra,animal,people,zebras are a type of animal,zebras are a type of people
418,zebra,animal,breakfast food,zebras are a type of animal,zebras are a type of breakfast food
419,zebra,animal,table linen,zebras are a type of animal,zebras are a type of table linen
420,zebra,animal,plant,zebras are a type of animal,zebras are a type of plant
421,cup,container,stringed instrument,cups are a type of container,cups are a type of stringed instrument
422,cup,container,facility,cups are a type of container,cups are a type of facility
423,cup,container,stick,cups are a type of container,cups are a type of stick
424,cup,container,bird of prey,cups are a type of container,cups are a type of bird of prey
425,headband,band,tool,headbands are a type of band,headbands are a type of tool
426,headband,band,beverage,headbands are a type of band,headbands are a type of beverage
427,headband,band,source of illumination,headbands are a type of band,headbands are a type of source of illumination
428,headband,band,shelf,headbands are a type of band,headbands are a type of shelf
429,headband,strip,light fixture,headbands are a type of strip,headbands are a type of light fixture
430,headband,strip,food,headbands are a type of strip,headbands are a type of food
431,headband,strip,woman,headbands are a type of strip,headbands are a type of woman
432,headband,strip,bag,headbands are a type of strip,headbands are a type of bag
433,swimsuit,garment,baseball equipment,swimsuits are a type of garment,swimsuits are a type of baseball equipment
434,swimsuit,garment,headgear,swimsuits are a type of garment,swimsuits are a type of headgear
435,swimsuit,garment,passage,swimsuits are a type of garment,swimsuits are a type of passage
436,swimsuit,garment,room,swimsuits are a type of garment,swimsuits are a type of room
437,swimsuit,clothing,produce,swimsuits are a type of clothing,swimsuits are a type of produce
438,swimsuit,clothing,paper,swimsuits are a type of clothing,swimsuits are a type of paper
439,swimsuit,clothing,measuring instrument,swimsuits are a type of clothing,swimsuits are a type of measuring instrument
440,swimsuit,clothing,band,swimsuits are a type of clothing,swimsuits are a type of band
441,bucket,vessel,mammal,buckets are a type of vessel,buckets are a type of mammal
442,bucket,vessel,body of water,buckets are a type of vessel,buckets are a type of body of water
443,bucket,vessel,stringed instrument,buckets are a type of vessel,buckets are a type of stringed instrument
444,bucket,vessel,facility,buckets are a type of vessel,buckets are a type of facility
445,bucket,container,hand tool,buckets are a type of container,buckets are a type of hand tool
446,bucket,container,canine,buckets are a type of container,buckets are a type of canine
447,bucket,container,car,buckets are a type of container,buckets are a type of car
448,bucket,container,device,buckets are a type of container,buckets are a type of device
449,pie,pastry,neckwear,pies are a type of pastry,pies are a type of neckwear
450,pie,pastry,body of water,pies are a type of pastry,pies are a type of body of water
451,pie,pastry,bird of prey,pies are a type of pastry,pies are a type of bird of prey
452,pie,pastry,stick,pies are a type of pastry,pies are a type of stick
453,pie,baked good,musical instrument,pies are a type of baked good,pies are a type of musical instrument
454,pie,baked good,art,pies are a type of baked good,pies are a type of art
455,pie,baked good,room,pies are a type of baked good,pies are a type of room
456,pie,baked good,baggage,pies are a type of baked good,pies are a type of baggage
457,pie,food,fodder,pies are a type of food,pies are a type of fodder
458,pie,food,kitchen appliance,pies are a type of food,pies are a type of kitchen appliance
459,pie,food,receptacle,pies are a type of food,pies are a type of receptacle
460,pie,food,headgear,pies are a type of food,pies are a type of headgear
461,glass,vessel,grassland,glasses are a type of vessel,glasses are a type of grassland
462,glass,vessel,furniture,glasses are a type of vessel,glasses are a type of furniture
463,glass,vessel,child,glasses are a type of vessel,glasses are a type of child
464,glass,vessel,personal computer,glasses are a type of vessel,glasses are a type of personal computer
465,glass,container,animal food,glasses are a type of container,glasses are a type of animal food
466,glass,container,path,glasses are a type of container,glasses are a type of path
467,glass,container,stringed instrument,glasses are a type of container,glasses are a type of stringed instrument
468,glass,container,adult,glasses are a type of container,glasses are a type of adult
469,spoon,cutlery,wheeled vehicle,spoons are a type of cutlery,spoons are a type of wheeled vehicle
470,spoon,cutlery,sports equipment,spoons are a type of cutlery,spoons are a type of sports equipment
471,spoon,cutlery,surface,spoons are a type of cutlery,spoons are a type of surface
472,spoon,cutlery,fluid,spoons are a type of cutlery,spoons are a type of fluid
473,passenger,traveler,furniture,passengers are a type of traveler,passengers are a type of furniture
474,passenger,traveler,stalk,passengers are a type of traveler,passengers are a type of stalk
475,passenger,traveler,vegetable,passengers are a type of traveler,passengers are a type of vegetable
476,passenger,traveler,plumbing fixture,passengers are a type of traveler,passengers are a type of plumbing fixture
477,passenger,person,horizontal surface,passengers are a type of person,passengers are a type of horizontal surface
478,passenger,person,sweater,passengers are a type of person,passengers are a type of sweater
479,passenger,person,game,passengers are a type of person,passengers are a type of game
480,passenger,person,fluid,passengers are a type of person,passengers are a type of fluid
481,sand,soil,book,sand is a type of soil,sand is a type of book
482,sand,soil,photographic equipment,sand is a type of soil,sand is a type of photographic equipment
483,sand,soil,body of water,sand is a type of soil,sand is a type of body of water
484,sand,soil,topping,sand is a type of soil,sand is a type of topping
485,sand,earth,rider,sand is a type of earth,sand is a type of rider
486,sand,earth,way,sand is a type of earth,sand is a type of way
487,sand,earth,sandwich,sand is a type of earth,sand is a type of sandwich
