item,category_id,parent_id,ns_id,category,parent,phrasing_id,question,category_item,parent_item
308,10,2,ns_1,bread,computer,4,Is it true that bread is a type of computer?,bread,computer
309,10,2,ns_2,bread,room,1,Is it true that breads are rooms?,breads,rooms
310,10,2,ns_2,bread,room,2,Is it true that bread is a room?,bread,room
311,10,2,ns_2,bread,room,3,Is it true that breads are a type of room?,breads,room
312,10,2,ns_2,bread,room,4,Is it true that bread is a type of room?,bread,room
313,10,2,ns_3,bread,shirt,1,Is it true that breads are shirts?,breads,shirts
314,10,2,ns_3,bread,shirt,2,Is it true that bread is a shirt?,bread,shirt
315,10,2,ns_3,bread,shirt,3,Is it true that breads are a type of shirt?,breads,shirt
316,10,2,ns_3,bread,shirt,4,Is it true that bread is a type of shirt?,bread,shirt
317,10,2,ns_4,bread,appliance,1,Is it true that breads are appliances?,breads,appliances
318,10,2,ns_4,bread,appliance,2,Is it true that bread is an appliance?,bread,appliance
319,10,2,ns_4,bread,appliance,3,Is it true that breads are a type of appliance?,breads,appliance
320,10,2,ns_4,bread,appliance,4,Is it true that bread is a type of appliance?,bread,appliance
321,11,1,ns_1,blender,electronic device,1,Is it true that blenders are electronic devices?,blenders,electronic devices
322,11,1,ns_1,blender,electronic device,2,Is it true that a blender is an electronic device?,blender,electronic device
323,11,1,ns_1,blender,electronic device,3,Is it true that blenders are a type of electronic device?,blenders,electronic device
324,11,1,ns_1,blender,electronic device,4,Is it true that a blender is a type of electronic device?,blender,electronic device
325,11,1,ns_2,blender,group,1,Is it true that blenders are groups?,blenders,groups
326,11,1,ns_2,blender,group,2,Is it true that a blender is a group?,blender,group
327,11,1,ns_2,blender,group,3,Is it true that blenders are a type of group?,blenders,group
328,11,1,ns_2,blender,group,4,Is it true that a blender is a type of group?,blender,group
329,11,1,ns_3,blender,sheet,1,Is it true that blenders are sheets?,blenders,sheets
330,11,1,ns_3,blender,sheet,2,Is it true that a blender is a sheet?,blender,sheet
331,11,1,ns_3,blender,sheet,3,Is it true that blenders are a type of sheet?,blenders,sheet
332,11,1,ns_3,blender,sheet,4,Is it true that a blender is a type of sheet?,blender,sheet
333,11,1,ns_4,blender,liquid,1,Is it true that blenders are liquids?,blenders,liquids
334,11,1,ns_4,blender,liquid,2,Is it true that a blender is liquids?,blender,liquids
335,11,1,ns_4,blender,liquid,3,Is it true that blenders are a type of liquid?,blenders,liquid
336,11,1,ns_4,blender,liquid,4,Is it true that a blender is a type of liquid?,blender,liquid
337,11,2,ns_1,blender,acoustic device,1,Is it true that blenders are acoustic devices?,blenders,acoustic devices
338,11,2,ns_1,blender,acoustic device,2,Is it true that a blender is an acoustic device?,blender,acoustic device
339,11,2,ns_1,blender,acoustic device,3,Is it true that blenders are a type of acoustic device?,blenders,acoustic device
340,11,2,ns_1,blender,acoustic device,4,Is it true that a blender is a type of acoustic device?,blender,acoustic device
341,11,2,ns_2,blender,tool,1,Is it true that blenders are tools?,blenders,tools
342,11,2,ns_2,blender,tool,2,Is it true that a blender is a tool?,blender,tool
343,11,2,ns_2,blender,tool,3,Is it true that blenders are a type of tool?,blenders,tool
344,11,2,ns_2,blender,tool,4,Is it true that a blender is a type of tool?,blender,tool
345,11,2,ns_3,blender,equipment,1,Is it true that blenders are equipment?,blenders,equipment
346,11,2,ns_3,blender,equipment,2,Is it true that a blender is equipment?,blender,equipment
347,11,2,ns_3,blender,equipment,3,Is it true that blenders are a type of equipment?,blenders,equipment
348,11,2,ns_3,blender,equipment,4,Is it true that a blender is a type of equipment?,blender,equipment
349,11,2,ns_4,blender,arrangement,1,Is it true that blenders are arrangements?,blenders,arrangements
350,11,2,ns_4,blender,arrangement,2,Is it true that a blender is an arrangement?,blender,arrangement
351,11,2,ns_4,blender,arrangement,3,Is it true that blenders are a type of arrangement?,blenders,arrangement
352,11,2,ns_4,blender,arrangement,4,Is it true that a blender is a type of arrangement?,blender,arrangement
353,11,3,ns_1,blender,club,1,Is it true that blenders are clubs?,blenders,clubs
354,11,3,ns_1,blender,club,2,Is it true that a blender is a club?,blender,club
355,11,3,ns_1,blender,club,3,Is it true that blenders are a type of club?,blenders,club
356,11,3,ns_1,blender,club,4,Is it true that a blender is a type of club?,blender,club
357,11,3,ns_2,blender,board,1,Is it true that blenders are boards?,blenders,boards
358,11,3,ns_2,blender,board,2,Is it true that a blender is a board?,blender,board
359,11,3,ns_2,blender,board,3,Is it true that blenders are a type of board?,blenders,board
360,11,3,ns_2,blender,board,4,Is it true that a blender is a type of board?,blender,board
361,11,3,ns_3,blender,rod,1,Is it true that blenders are rods?,blenders,rods
362,11,3,ns_3,blender,rod,2,Is it true that a blender is a rod?,blender,rod
363,11,3,ns_3,blender,rod,3,Is it true that blenders are a type of rod?,blenders,rod
364,11,3,ns_3,blender,rod,4,Is it true that a blender is a type of rod?,blender,rod
365,11,3,ns_4,blender,spice,1,Is it true that blenders are spices?,blenders,spices
366,11,3,ns_4,blender,spice,2,Is it true that a blender is spices?,blender,spices
367,11,3,ns_4,blender,spice,3,Is it true that blenders are a type of spice?,blenders,spice
368,11,3,ns_4,blender,spice,4,Is it true that a blender is a type of spice?,blender,spice
369,12,1,ns_1,sculpture,cutlery,1,Is it true that sculptures are cutlery?,sculptures,cutlery
370,12,1,ns_1,sculpture,cutlery,2,Is it true that a sculpture is cutlery?,sculpture,cutlery
371,12,1,ns_1,sculpture,cutlery,3,Is it true that sculptures are a type of cutlery?,sculptures,cutlery
372,12,1,ns_1,sculpture,cutlery,4,Is it true that a sculpture is a type of cutlery?,sculpture,cutlery
373,12,1,ns_2,sculpture,bedroom furniture,1,Is it true that sculptures are bedroom furniture?,sculptures,bedroom furniture
374,12,1,ns_2,sculpture,bedroom furniture,2,Is it true that a sculpture is bedroom furniture?,sculpture,bedroom furniture
375,12,1,ns_2,sculpture,bedroom furniture,3,Is it true that sculptures are a type of bedroom furniture?,sculptures,bedroom furniture
376,12,1,ns_2,sculpture,bedroom furniture,4,Is it true that a sculpture is a type of bedroom furniture?,sculpture,bedroom furniture
377,12,1,ns_3,sculpture,kitchen utensil,1,Is it true that sculptures are kitchen utensils?,sculptures,kitchen utensils
378,12,1,ns_3,sculpture,kitchen utensil,2,Is it true that a sculpture is a kitchen utensil?,sculpture,kitchen utensil
379,12,1,ns_3,sculpture,kitchen utensil,3,Is it true that sculptures are a type of kitchen utensil?,sculptures,kitchen utensil
380,12,1,ns_3,sculpture,kitchen utensil,4,Is it true that a sculpture is a type of kitchen utensil?,sculpture,kitchen utensil
381,12,1,ns_4,sculpture,citrus fruit,1,Is it true that sculptures are citrus fruits?,sculptures,citrus fruits
382,12,1,ns_4,sculpture,citrus fruit,2,Is it true that a sculpture is citrus fruits?,sculpture,citrus fruits
383,12,1,ns_4,sculpture,citrus fruit,3,Is it true that sculptures are a type of citrus fruit?,sculptures,citrus fruit
384,12,1,ns_4,sculpture,citrus fruit,4,Is it true that a sculpture is a type of citrus fruit?,sculpture,citrus fruit
385,12,2,ns_1,sculpture,personal computer,1,Is it true that sculptures are personal computers?,sculptures,personal computers
386,12,2,ns_1,sculpture,personal computer,2,Is it true that a sculpture is personal computers?,sculpture,personal computers
387,12,2,ns_1,sculpture,personal computer,3,Is it true that sculptures are a type of personal computer?,sculptures,personal computer
388,12,2,ns_1,sculpture,personal computer,4,Is it true that a sculpture is a type of personal computer?,sculpture,personal computer
389,12,2,ns_2,sculpture,device,1,Is it true that sculptures are devices?,sculptures,devices
390,12,2,ns_2,sculpture,device,2,Is it true that a sculpture is a device?,sculpture,device
391,12,2,ns_2,sculpture,device,3,Is it true that sculptures are a type of device?,sculptures,device
392,12,2,ns_2,sculpture,device,4,Is it true that a sculpture is a type of device?,sculpture,device
393,12,2,ns_3,sculpture,jar,1,Is it true that sculptures are jars?,sculptures,jars
394,12,2,ns_3,sculpture,jar,2,Is it true that a sculpture is a jar?,sculpture,jar
395,12,2,ns_3,sculpture,jar,3,Is it true that sculptures are a type of jar?,sculptures,jar
396,12,2,ns_3,sculpture,jar,4,Is it true that a sculpture is a type of jar?,sculpture,jar
397,12,2,ns_4,sculpture,water vehicle,1,Is it true that sculptures are water vehicles?,sculptures,water vehicles
398,12,2,ns_4,sculpture,water vehicle,2,Is it true that a sculpture is a water vehicle?,sculpture,water vehicle
399,12,2,ns_4,sculpture,water vehicle,3,Is it true that sculptures are a type of water vehicle?,sculptures,water vehicle
400,12,2,ns_4,sculpture,water vehicle,4,Is it true that a sculpture is a type of water vehicle?,sculpture,water vehicle
401,13,1,ns_1,skateboarder,tableware,1,Is it true that skateboarders are tableware?,skateboarders,tableware
402,13,1,ns_1,skateboarder,tableware,2,Is it true that a skateboarder is tableware?,skateboarder,tableware
403,13,1,ns_1,skateboarder,tableware,3,Is it true that skateboarders are a type of tableware?,skateboarders,tableware
404,13,1,ns_1,skateboarder,tableware,4,Is it true that a skateboarder is a type of tableware?,skateboarder,tableware
405,13,1,ns_2,skateboarder,cat,1,Is it true that skateboarders are cats?,skateboarders,cats
406,13,1,ns_2,skateboarder,cat,2,Is it true that a skateboarder is a cat?,skateboarder,cat
407,13,1,ns_2,skateboarder,cat,3,Is it true that skateboarders are a type of cat?,skateboarders,cat
408,13,1,ns_2,skateboarder,cat,4,Is it true that a skateboarder is a type of cat?,skateboarder,cat
409,13,1,ns_3,skateboarder,sports equipment,1,Is it true that skateboarders are sports equipment?,skateboarders,sports equipment
410,13,1,ns_3,skateboarder,sports equipment,2,Is it true that a skateboarder is sports equipment?,skateboarder,sports equipment
411,13,1,ns_3,skateboarder,sports equipment,3,Is it true that skateboarders are a type of sports equipment?,skateboarders,sports equipment
412,13,1,ns_3,skateboarder,sports equipment,4,Is it true that a skateboarder is a type of sports equipment?,skateboarder,sports equipment
413,13,1,ns_4,skateboarder,kitchen appliance,1,Is it true that skateboarders are kitchen appliances?,skateboarders,kitchen appliances
414,13,1,ns_4,skateboarder,kitchen appliance,2,Is it true that a skateboarder is a kitchen appliance?,skateboarder,kitchen appliance
415,13,1,ns_4,skateboarder,kitchen appliance,3,Is it true that skateboarders are a type of kitchen appliance?,skateboarders,kitchen appliance
416,13,1,ns_4,skateboarder,kitchen appliance,4,Is it true that a skateboarder is a type of kitchen appliance?,skateboarder,kitchen appliance
417,13,2,ns_1,skateboarder,artwork,1,Is it true that skateboarders are artworks?,skateboarders,artworks
418,13,2,ns_1,skateboarder,artwork,2,Is it true that a skateboarder is an artwork?,skateboarder,artwork
419,13,2,ns_1,skateboarder,artwork,3,Is it true that skateboarders are a type of artwork?,skateboarders,artwork
420,13,2,ns_1,skateboarder,artwork,4,Is it true that a skateboarder is a type of artwork?,skateboarder,artwork
421,13,2,ns_2,skateboarder,stalk,1,Is it true that skateboarders are stalks?,skateboarders,stalks
422,13,2,ns_2,skateboarder,stalk,2,Is it true that a skateboarder is a stalk?,skateboarder,stalk
423,13,2,ns_2,skateboarder,stalk,3,Is it true that skateboarders are a type of stalk?,skateboarders,stalk
424,13,2,ns_2,skateboarder,stalk,4,Is it true that a skateboarder is a type of stalk?,skateboarder,stalk
425,13,2,ns_3,skateboarder,path,1,Is it true that skateboarders are paths?,skateboarders,paths
426,13,2,ns_3,skateboarder,path,2,Is it true that a skateboarder is a path?,skateboarder,path
427,13,2,ns_3,skateboarder,path,3,Is it true that skateboarders are a type of path?,skateboarders,path
428,13,2,ns_3,skateboarder,path,4,Is it true that a skateboarder is a type of path?,skateboarder,path
429,13,2,ns_4,skateboarder,cattle,1,Is it true that skateboarders are cattle?,skateboarders,cattle
430,13,2,ns_4,skateboarder,cattle,2,Is it true that a skateboarder is cattle?,skateboarder,cattle
431,13,2,ns_4,skateboarder,cattle,3,Is it true that skateboarders are a type of cattle?,skateboarders,cattle
432,13,2,ns_4,skateboarder,cattle,4,Is it true that a skateboarder is a type of cattle?,skateboarder,cattle
433,14,1,ns_1,cooker,aquatic bird,1,Is it true that cookers are aquatic birds?,cookers,aquatic birds
434,14,1,ns_1,cooker,aquatic bird,2,Is it true that a cooker is an aquatic bird?,cooker,aquatic bird
435,14,1,ns_1,cooker,aquatic bird,3,Is it true that cookers are a type of aquatic bird?,cookers,aquatic bird
436,14,1,ns_1,cooker,aquatic bird,4,Is it true that a cooker is a type of aquatic bird?,cooker,aquatic bird
437,14,1,ns_2,cooker,partition,1,Is it true that cookers are partitions?,cookers,partitions
438,14,1,ns_2,cooker,partition,2,Is it true that a cooker is a partition?,cooker,partition
439,14,1,ns_2,cooker,partition,3,Is it true that cookers are a type of partition?,cookers,partition
440,14,1,ns_2,cooker,partition,4,Is it true that a cooker is a type of partition?,cooker,partition
441,14,1,ns_3,cooker,game,1,Is it true that cookers are games?,cookers,games
442,14,1,ns_3,cooker,game,2,Is it true that a cooker is a game?,cooker,game
443,14,1,ns_3,cooker,game,3,Is it true that cookers are a type of game?,cookers,game
444,14,1,ns_3,cooker,game,4,Is it true that a cooker is a type of game?,cooker,game
445,14,1,ns_4,cooker,strip,1,Is it true that cookers are strips?,cookers,strips
446,14,1,ns_4,cooker,strip,2,Is it true that a cooker is a strip?,cooker,strip
447,14,1,ns_4,cooker,strip,3,Is it true that cookers are a type of strip?,cookers,strip
448,14,1,ns_4,cooker,strip,4,Is it true that a cooker is a type of strip?,cooker,strip
449,14,2,ns_1,cooker,small boat,1,Is it true that cookers are small boats?,cookers,small boats
450,14,2,ns_1,cooker,small boat,2,Is it true that a cooker is a small boat?,cooker,small boat
451,14,2,ns_1,cooker,small boat,3,Is it true that cookers are a type of small boat?,cookers,small boat
452,14,2,ns_1,cooker,small boat,4,Is it true that a cooker is a type of small boat?,cooker,small boat
453,14,2,ns_2,cooker,wine,1,Is it true that cookers are wines?,cookers,wines
454,14,2,ns_2,cooker,wine,2,Is it true that a cooker is a wine?,cooker,wine
455,14,2,ns_2,cooker,wine,3,Is it true that cookers are a type of wine?,cookers,wine
456,14,2,ns_2,cooker,wine,4,Is it true that a cooker is a type of wine?,cooker,wine
457,14,2,ns_3,cooker,pad,1,Is it true that cookers are pads?,cookers,pads
458,14,2,ns_3,cooker,pad,2,Is it true that a cooker is a pad?,cooker,pad
459,14,2,ns_3,cooker,pad,3,Is it true that cookers are a type of pad?,cookers,pad
460,14,2,ns_3,cooker,pad,4,Is it true that a cooker is a type of pad?,cooker,pad
461,14,2,ns_4,cooker,bag,1,Is it true that cookers are bags?,cookers,bags
462,14,2,ns_4,cooker,bag,2,Is it true that a cooker is a bag?,cooker,bag
463,14,2,ns_4,cooker,bag,3,Is it true that cookers are a type of bag?,cookers,bag
464,14,2,ns_4,cooker,bag,4,Is it true that a cooker is a type of bag?,cooker,bag
465,15,1,ns_1,paddle,sheet,1,Is it true that paddles are sheets?,paddles,sheets
466,15,1,ns_1,paddle,sheet,2,Is it true that a paddle is a sheet?,paddle,sheet
467,15,1,ns_1,paddle,sheet,3,Is it true that paddles are a type of sheet?,paddles,sheet
468,15,1,ns_1,paddle,sheet,4,Is it true that a paddle is a type of sheet?,paddle,sheet
469,15,1,ns_2,paddle,official,1,Is it true that paddles are officials?,paddles,officials
470,15,1,ns_2,paddle,official,2,Is it true that a paddle is an official?,paddle,official
471,15,1,ns_2,paddle,official,3,Is it true that paddles are a type of official?,paddles,official
472,15,1,ns_2,paddle,official,4,Is it true that a paddle is a type of official?,paddle,official
473,15,1,ns_3,paddle,walk,1,Is it true that paddles are walks?,paddles,walks
474,15,1,ns_3,paddle,walk,2,Is it true that a paddle is a walk?,paddle,walk
