premise,conclusion,hypernymy,similarity_raw,similarity_binary,premise_form,conclusion_form
musical instrument,boomerang,no,0.6884772777557373,high,musical instruments,boomerangs
food,bassinet,no,0.15841230750083923,low,food,bassinets
school supply,book,yes,0.7326491475105286,high,school supplies,books
weapon,landmine,yes,0.6315968036651611,high,weapons,landmines
animal,pineapple,no,0.4727775454521179,high,animals,pineapples
food,lab coat,no,0.14588288962841034,low,food,lab coats
food,jar,no,0.4262228012084961,high,food,jars
auto part,tiramisu,no,0.09502949565649033,low,auto parts,tiramisu
mammal,bison,yes,0.9080935716629028,high,mammals,bisons
plant,wreath,no,0.8439528346061707,high,plants,wreaths
food,wafer,yes,0.7567928433418274,high,food,wafers
mammal,walrus,yes,0.8793599605560303,high,mammals,walruses
tool,workbench,no,0.9560678601264954,high,tools,workbenches
clothing,wrap,no,0.15609335899353027,low,clothing,wrap
vegetable,cantaloupe,no,0.8658026456832886,high,vegetables,cantaloupes
water vehicle,airplane,no,0.8848609924316406,high,water vehicles,airplanes
garden tool,taco,no,0.12924154102802277,low,garden tools,tacos
food,cheeseburger,yes,0.7930779457092285,high,food,cheeseburgers
clothing,headdress,yes,0.674222469329834,high,clothing,headdresses
tool,banana split,no,0.0964602380990982,low,tools,banana splits
food,fast food,yes,0.7992877960205078,high,food,fast foods
clothing,hairnet,no,0.6958621144294739,high,clothing,hairnets
jewelry,barrette,yes,0.885123074054718,high,jewelry,barrettes
animal,funnel,no,0.12357941269874573,low,animals,funnels
container,bag,yes,0.3496605157852173,low,containers,bags
clothing,overalls,yes,0.8379184007644653,high,clothing,overalls
food,catfish,yes,0.3370016813278198,low,food,catfish
food,candy bar,yes,0.5897244215011597,high,food,candy bars
tool,jackhammer,yes,0.8835352063179016,high,tools,jackhammers
mammal,ferret,yes,0.9066663980484009,high,mammals,ferrets
weapon,jackhammer,no,0.7313705682754517,high,weapons,jackhammers
animal,spider,yes,0.8321003913879395,high,animals,spiders
vehicle,pie,no,0.1075136587023735,low,vehicles,pies
tool,baklava,no,0.10085641592741013,low,tools,baklavas
food,gravy,yes,0.73458331823349,high,food,gravy
tool,pitchfork,yes,0.7770282030105591,high,tools,pitchforks
kitchen equipment,strainer,no,0.7858549952507019,high,kitchen equipment,strainers
headwear,headdress,yes,0.7992221117019653,high,headwear,headdresses
drink,cocktail,yes,0.9667917490005493,high,drinks,cocktails
container,piggy bank,yes,0.2996697425842285,low,containers,piggy banks
tool,knob,yes,0.5579389929771423,high,tools,knobs
animal,crow,yes,0.8761405944824219,high,animals,crows
animal,glass,no,0.11722414195537567,low,animals,glasses
toiletry,swab,yes,0.7387633323669434,high,toiletries,swabs
tool,valve,yes,0.7851096987724304,high,tools,valves
vegetable,broccoli,yes,0.8761568665504456,high,vegetables,broccoli
dessert,pen,no,0.09455560892820358,low,desserts,pens
electronic device,sewing machine,yes,0.7196778655052185,high,electronic devices,sewing machines
kitchen tool,can opener,yes,0.7733866572380066,high,kitchen tools,can openers
auto part,gearshift,yes,0.7721755504608154,high,auto parts,gearshifts
food,cart,no,0.15764331817626953,low,food,carts
toiletry,beaver,no,0.13504460453987122,low,toiletries,beavers
mammal,octopus,no,0.8155781030654907,high,mammals,octopus
tool,doorhandle,yes,0.8315790891647339,high,tools,doorhandles
animal,seal,yes,0.8815003633499146,high,animals,seals
vehicle,cannon,no,0.7345365881919861,high,vehicles,cannons
tool,bullet,no,0.7070005536079407,high,tools,bullets
tool,rim,no,0.6885531544685364,high,tools,rims
food,mussel,yes,0.6936340928077698,high,food,mussels
toiletry,flatiron,yes,0.6666774749755859,high,toiletries,flatirons
electronic device,lightbulb,no,0.6789435744285583,high,electronic devices,lightbulbs
food,crouton,yes,0.7972345352172852,high,food,croutons
mammal,modem,no,0.10138649493455887,low,mammals,modems
office supply,eyeliner,no,0.7686080932617188,high,office supplies,eyeliners
food,pea,yes,0.7988157868385315,high,food,peas
fastener,belt buckle,yes,0.6134374141693115,low,fasteners,belt buckles
animal,artichoke,no,0.4574534595012665,high,animals,artichokes
food,hamburger,yes,0.7868781089782715,high,food,hamburgers
toiletry,toothpick,yes,0.5597183108329773,low,toiletries,toothpicks
toy,boomerang,yes,0.5542280077934265,low,toys,boomerangs
fruit,polygraph,no,0.08611331880092621,low,fruits,polygraphs
food,guacamole,yes,0.7964141368865967,high,food,guacamole
livestock,lamb,yes,0.9148017168045044,high,livestocks,lambs
women's clothing,fishnet stockings,yes,0.8724644780158997,low,women's clothes,fishnet stockings
food,can,no,0.4170687794685364,high,food,cans
animal,whale,yes,0.8602932095527649,high,animals,whales
electronic device,star fruit,no,0.11770316958427429,low,electronic devices,star fruits
plant,chive,yes,0.9195354580879211,high,plants,chives
home decor,weasel,no,0.19969409704208374,low,home decor,weasels
toy,frisbee,yes,0.6499291062355042,low,toys,frisbees
food,raspberry,yes,0.7892541289329529,high,food,raspberries
animal,orangutan,yes,0.8721329569816589,high,animals,orangutans
seafood,buggy,no,0.08505858480930328,low,seafood,buggies
outerwear,blouse,no,0.8881000280380249,high,outerwear,blouses
container,camper,no,0.7745279669761658,high,containers,campers
animal,duck,yes,0.8719499707221985,high,animals,ducks
seafood,croissant,no,0.8448809385299683,high,seafood,croissants
accessory,handkerchief,yes,0.6851944923400879,low,accessories,handkerchiefs
food,asparagus,yes,0.731660008430481,high,food,asparagus
bird,latch,no,0.08755823969841003,high,birds,latches
office supply,clipboard,yes,0.7538363337516785,high,office supplies,clipboards
container,flyswatter,no,0.7006511092185974,high,containers,flyswatters
footwear,tostada,no,0.11088827252388,low,footwear,tostadas
food,pistachio,yes,0.798283040523529,high,food,pistachios
tool,kangaroo,no,0.10136931389570236,low,tools,kangaroos
toy,makeup,no,0.7149330973625183,high,toys,makeup
plant,bamboo,yes,0.786861777305603,low,plants,bamboos
water vehicle,speedboat,yes,0.9444971680641174,high,water vehicles,speedboats
furniture,table,yes,0.8100293278694153,high,furniture,tables
mammal,swan,no,0.872631311416626,high,mammals,swans
seafood,hash,no,0.8492318987846375,high,seafood,hash browns
animal,lip balm,no,0.12338639795780182,low,animals,lip balms
mammal,pelican,no,0.887364387512207,high,mammals,pelicans
container,pillbox,yes,0.3136180639266968,low,containers,pillboxes
toy,stilt,yes,0.2987076938152313,low,toys,stilts
animal,tarantula,yes,0.8579603433609009,high,animals,tarantulas
animal,chipmunk,yes,0.8961443901062012,high,animals,chipmunks
vehicle,ship,yes,0.8468130230903625,high,vehicles,ships
musical instrument,clarinet,yes,0.931925356388092,high,musical instruments,clarinets
container,jeep,no,0.7534456849098206,high,containers,jeeps
accessory,brooch,yes,0.775282621383667,high,accessories,brooches
animal,hummingbird,yes,0.8566470146179199,high,animals,hummingbirds
toiletry,glue,no,0.6350806951522827,high,toiletries,glue
vegetable,sweeper,no,0.09777428209781647,low,vegetables,sweepers
food,chicken,yes,0.7665426731109619,high,food,chicken
furniture,sofa bed,yes,0.8406903147697449,high,furniture,sofa beds
plant,bin,no,0.08237558603286743,low,plants,bins
breakfast,granola,yes,0.7452937364578247,low,breakfasts,granola
clothing,bok choy,no,0.15613903105258942,low,clothing,bok choys
toiletry,mascara,yes,0.7562984824180603,high,toiletries,mascaras
candy,gumball,yes,0.9362441897392273,high,candy,gumballs
electronic device,keyboard,no,0.661091685295105,high,electronic devices,keyboards
vehicle,orange,no,0.10794106125831604,low,vehicles,oranges
container,mushroom,no,0.11012522876262665,low,containers,mushrooms
insect,butterfly,yes,0.9194909334182739,high,insects,butterflies
toy,clam,no,0.13566038012504578,low,toys,clams
jewelry,toast,no,0.09682970494031906,low,jewelry,toast
mammal,duckling,no,0.9063790440559387,high,mammals,ducklings
school supply,crayon,yes,0.6965512633323669,high,school supplies,crayons
seafood,octopus,yes,0.7184764742851257,high,seafood,octopus
mammal,blender,no,0.10347656160593033,low,mammals,blenders
water vehicle,snowplow,no,0.8426011800765991,high,water vehicles,snowplows
electronic device,pinball,yes,0.5188801884651184,high,electronic devices,pinballs
tool,pocketknife,yes,0.8769127726554871,high,tools,pocketknives
vegetable,melon,no,0.8456204533576965,high,vegetables,melons
food,ready meal,yes,0.7528852224349976,high,food,ready meals
candy,easter egg,no,0.8716193437576294,high,candy,easter eggs
jewelry,chandelier,no,0.8177183270454407,high,jewelry,chandeliers
tool,applesauce,no,0.09944887459278107,low,tools,applesauce
garden tool,calzone,no,0.1305888593196869,low,garden tools,calzones
furniture,rug,no,0.7053539752960205,high,furniture,rugs
animal,leopard,yes,0.8778294920921326,high,animals,leopards
livestock,calf,yes,0.9308162331581116,high,livestocks,calves
food,yolk,yes,0.791847825050354,high,food,egg yolks
game,playing card,yes,0.8885495066642761,high,games,playing cards
clothing,boxer shorts,yes,0.8306237459182739,high,clothing,boxer shorts
container,golf cart,no,0.6840307116508484,high,containers,golf carts
vegetable,shoe,no,0.09593258798122406,low,vegetables,shoes
seafood,scooter,no,0.08453827351331711,low,seafood,scooters
protective clothing,apron,yes,0.7692282199859619,high,protective clothing,aprons
mammal,hyena,yes,0.9156454801559448,high,mammals,hyenas
plant,brass knuckles,no,0.08371462672948837,low,plants,brass knuckles
kitchen tool,beaver,no,0.09957960247993469,low,kitchen tools,beavers
drink,margarita,yes,0.9438925385475159,high,drinks,margaritas
animal,tambourine,no,0.12593074142932892,low,animals,tambourines
mammal,bat,yes,0.898212194442749,high,mammals,bats
food,stilt,no,0.1431826502084732,low,food,stilts
container,ship,no,0.7053608298301697,high,containers,ships
food,milkshake,no,0.6976336240768433,high,food,milkshakes
toy,crepe,no,0.13534826040267944,low,toys,crepes
food,cornucopia,no,0.767159640789032,high,food,cornucopias
plant,bok choy,yes,0.9096043109893799,high,plants,bok choys
toy,lego,yes,0.8570749759674072,high,toys,legos
medical equipment,tweezers,yes,0.6603971719741821,high,medical equipment,tweezers
plant,gourd,no,0.8265848755836487,high,plants,gourds
electronic device,anteater,no,0.11822942644357681,low,electronic devices,anteaters
headwear,salad,no,0.15598882734775543,low,headwear,salads
kitchen tool,peeler,yes,0.8178093433380127,high,kitchen tools,peelers
garden tool,rake,yes,0.8244791030883789,high,garden tools,rakes
food,batter,yes,0.747732937335968,high,food,batters
mammal,dresser,no,0.10485929995775223,low,mammals,dressers
tool,bulldozer,no,0.753486692905426,high,tools,bulldozers
medical equipment,inhaler,yes,0.6860016584396362,high,medical equipment,inhalers
electronic device,papaya,no,0.11805936694145203,low,electronic devices,papayas
tool,poker,yes,0.7985324263572693,high,tools,pokers
food,mango,yes,0.7717545628547668,high,food,mangoes
clothing,coconut,no,0.15805451571941376,low,clothing,coconuts
livestock,ratchet,no,0.09456591308116913,low,livestocks,ratchets
vehicle,jet,yes,0.8219018578529358,high,vehicles,jets
electronic device,turntable,yes,0.823936939239502,high,electronic devices,turntables
animal,fish,yes,0.8212796449661255,high,animals,fish
condiment,sauce,yes,0.7744897603988647,low,condiments,sauces
food,soap,no,0.34025952219963074,high,food,soaps
fastener,staple gun,no,0.6988151669502258,high,fasteners,staple guns
home decor,curtain,yes,0.5104160308837891,low,home decor,curtains
furniture,screen,no,0.6653562784194946,high,furniture,screens
fastener,rat,no,0.11145283281803131,low,fasteners,rats
office supply,envelope,yes,0.7258673310279846,high,office supplies,envelopes
vehicle,forklift,yes,0.8414978981018066,high,vehicles,forklifts
garden tool,pickax,yes,0.8987074494361877,high,garden tools,pickaxes
animal,dog,yes,0.8767961263656616,high,animals,dogs
vegetable,pea,yes,0.8669540286064148,high,vegetables,peas
home decor,centerpiece,yes,0.6068861484527588,high,home decor,centerpieces
toy,pickle,no,0.13702501356601715,low,toys,pickles
food,overalls,no,0.15507572889328003,low,food,overalls
fastener,earring,no,0.7219040989875793,high,fasteners,earrings
office supply,taco,no,0.1052347794175148,low,office supplies,tacos
vehicle,cart,yes,0.7347725033760071,high,vehicles,carts
office supply,brussels sprouts,no,0.105626180768013,low,office supplies,brussels sprouts
tool,shelf,no,0.724394679069519,high,tools,shelves
kitchen tool,wok,no,0.7331609725952148,high,kitchen tools,woks
vegetable,rhubarb,yes,0.8059773445129395,high,vegetables,rhubarbs
kitchen equipment,hotplate,yes,0.8416728973388672,high,kitchen equipment,hotplates
vehicle,hubcap,no,0.7405964732170105,high,vehicles,hubcaps
bird,pheasant,yes,0.921636164188385,high,birds,pheasants
fruit,prune,yes,0.76806640625,high,fruits,prunes
sea animal,flamingo,no,0.8240259289741516,high,sea animals,flamingoes
fruit,duct,no,0.08661089092493057,low,fruits,ducts
breakfast,buckle,no,0.10619455575942993,low,breakfasts,buckles
animal,pumpkin,no,0.4149680733680725,high,animals,pumpkins
weapon,crossbow,yes,0.8096938729286194,high,weapons,crossbows
animal,cheetah,yes,0.8705762028694153,high,animals,cheetahs
vegetable,leek,yes,0.8487644791603088,high,vegetables,leeks
tool,baseball bat,no,0.7246049642562866,high,tools,baseball bats
dessert,brace,no,0.09298796206712723,low,desserts,braces
food,cashew,yes,0.796747624874115,high,food,cashews
headwear,fur coat,no,0.7947378754615784,high,headwear,fur coats
office supply,lettuce,no,0.1056671142578125,low,office supplies,lettuce
tool,spark plug,yes,0.8245919942855835,high,tools,spark plugs
vehicle,sailboat,yes,0.8291520476341248,high,vehicles,sailboats
musical instrument,keyboard,yes,0.8230581283569336,high,musical instruments,keyboards
food,bean,yes,0.7765393853187561,high,food,beans
headwear,veil,yes,0.8454490900039673,high,headwear,veils
vegetable,needle,no,0.09632877260446548,low,vegetables,needles
electronic device,hotplate,yes,0.740950345993042,high,electronic devices,hotplates
animal,whiteboard,no,0.12177960574626923,low,animals,whiteboards
school supply,playing card,no,0.6751602292060852,high,school supplies,playing cards
sea animal,electric chair,no,0.10569940507411957,low,sea animals,electric chairs
animal,mole,yes,0.8776630759239197,high,animals,moles
toy,whoopee cushion,yes,0.5948681235313416,low,toys,whoopee cushions
animal,strap,no,0.1248817965388298,low,animals,straps
drink,soda,yes,0.9554553031921387,high,drinks,sodas
electronic device,fern,no,0.12046689540147781,low,electronic devices,ferns
seafood,lobster,yes,0.9043788313865662,high,seafood,lobsters
animal,porcupine,yes,0.8770998120307922,high,animals,porcupines
furniture,sled,no,0.7086752653121948,high,furniture,sleds
vegetable,crossbow,no,0.0963970497250557,low,vegetables,crossbows
mammal,gazelle,yes,0.92307448387146,high,mammals,gazelles
furniture,bench,yes,0.7145769596099854,high,furniture,benches
mammal,eagle,no,0.8669512271881104,high,mammals,eagles
