item,idx,category,category_item,hypernym,hypernym_item,swapped-hyponym,swapped-hypernym,hypernym_question,swapped_question
225,897,curling iron,curling irons,tool,tool,tools,curling iron,Is it true that curling irons are a type of tool?,Is it true that tools are a type of curling iron?
226,901,curling iron,curling irons,electronic device,electronic device,electronic devices,curling iron,Is it true that curling irons are a type of electronic device?,Is it true that electronic devices are a type of curling iron?
227,905,toaster oven,toaster ovens,electronic device,electronic device,electronic devices,toaster oven,Is it true that toaster ovens are a type of electronic device?,Is it true that electronic devices are a type of toaster oven?
228,909,toaster oven,toaster ovens,kitchen equipment,kitchen equipment,kitchen equipment,toaster oven,Is it true that toaster ovens are a type of kitchen equipment?,Is it true that kitchen equipment is a type of toaster oven?
229,913,curry,curry,food,food,food,curry,Is it true that curry is a type of food?,Is it true that food is a type of curry?
230,917,weather vane,weather vanes,home decor,home decor,home decors,weather vane,Is it true that weather vanes are a type of home decor?,Is it true that home decors is a type of weather vane?
231,921,bandana,bandanas,headwear,headwear,headwear,bandana,Is it true that bandanas are a type of headwear?,Is it true that headwear is a type of bandana?
232,925,bandana,bandanas,clothing,clothing,clothing,bandana,Is it true that bandanas are a type of clothing?,Is it true that clothing is a type of bandana?
233,929,bandana,bandanas,accessory,accessory,accessories,bandana,Is it true that bandanas are a type of accessory?,Is it true that accessories are a type of bandana?
234,933,tie,ties,accessory,accessory,accessories,tie,Is it true that ties are a type of accessory?,Is it true that accessories are a type of tie?
235,937,tie,ties,clothing,clothing,clothing,tie,Is it true that ties are a type of clothing?,Is it true that clothing is a type of tie?
236,941,jalapeno,jalapenoes,vegetable,vegetable,vegetables,jalapeno,Is it true that jalapenoes are a type of vegetable?,Is it true that vegetables are a type of jalapeno?
237,945,jalapeno,jalapenoes,food,food,foods,jalapeno,Is it true that jalapenoes are a type of food?,Is it true that foods is a type of jalapeno?
238,949,dagger,daggers,weapon,weapon,weapons,dagger,Is it true that daggers are a type of weapon?,Is it true that weapons are a type of dagger?
239,953,refrigerator,refrigerators,kitchen equipment,kitchen equipment,kitchen equipment,refrigerator,Is it true that refrigerators are a type of kitchen equipment?,Is it true that kitchen equipment is a type of refrigerator?
240,957,refrigerator,refrigerators,electronic device,electronic device,electronic devices,refrigerator,Is it true that refrigerators are a type of electronic device?,Is it true that electronic devices are a type of refrigerator?
241,961,leech,leeches,animal,animal,animals,leech,Is it true that leeches are a type of animal?,Is it true that animals are a type of leech?
242,965,cantaloupe,cantaloupes,food,food,foods,cantaloupe,Is it true that cantaloupes are a type of food?,Is it true that foods is a type of cantaloupe?
243,969,cantaloupe,cantaloupes,fruit,fruit,fruits,cantaloupe,Is it true that cantaloupes are a type of fruit?,Is it true that fruits are a type of cantaloupe?
244,973,apron,aprons,outerwear,outerwear,outerwear,apron,Is it true that aprons are a type of outerwear?,Is it true that outerwear is a type of apron?
245,977,apron,aprons,protective clothing,protective clothing,protective clothings,apron,Is it true that aprons are a type of protective clothing?,Is it true that protective clothings is a type of apron?
246,981,apron,aprons,clothing,clothing,clothing,apron,Is it true that aprons are a type of clothing?,Is it true that clothing is a type of apron?
247,985,gopher,gophers,animal,animal,animals,gopher,Is it true that gophers are a type of animal?,Is it true that animals are a type of gopher?
248,989,gopher,gophers,mammal,mammal,mammals,gopher,Is it true that gophers are a type of mammal?,Is it true that mammals are a type of gopher?
249,993,yacht,yachts,water vehicle,water vehicle,water vehicles,yacht,Is it true that yachts are a type of water vehicle?,Is it true that water vehicles are a type of yacht?
250,997,yacht,yachts,vehicle,vehicle,vehicles,yacht,Is it true that yachts are a type of vehicle?,Is it true that vehicles are a type of yacht?
251,1001,mosquito,mosquitoes,insect,insect,insects,mosquito,Is it true that mosquitoes are a type of insect?,Is it true that insects are a type of mosquito?
252,1005,mosquito,mosquitoes,animal,animal,animals,mosquito,Is it true that mosquitoes are a type of animal?,Is it true that animals are a type of mosquito?
253,1009,deodorant,deodorants,toiletry,toiletry,toiletries,deodorant,Is it true that deodorants are a type of toiletry?,Is it true that toiletries are a type of deodorant?
254,1013,headscarf,headscarves,women's clothing,women's clothes,women's clothes,headscarf,Is it true that headscarves are a type of women's clothes?,Is it true that women's clothes are a type of headscarf?
255,1017,headscarf,headscarves,clothing,clothing,clothing,headscarf,Is it true that headscarves are a type of clothing?,Is it true that clothing is a type of headscarf?
256,1021,headscarf,headscarves,headwear,headwear,headwear,headscarf,Is it true that headscarves are a type of headwear?,Is it true that headwear is a type of headscarf?
257,1025,watermelon,watermelons,fruit,fruit,fruits,watermelon,Is it true that watermelons are a type of fruit?,Is it true that fruits are a type of watermelon?
258,1029,watermelon,watermelons,food,food,foods,watermelon,Is it true that watermelons are a type of food?,Is it true that foods is a type of watermelon?
259,1033,toolbox,toolboxes,container,container,containers,toolbox,Is it true that toolboxes are a type of container?,Is it true that containers are a type of toolbox?
260,1037,sword,swords,weapon,weapon,weapons,sword,Is it true that swords are a type of weapon?,Is it true that weapons are a type of sword?
261,1041,hula hoop,hula hoops,toy,toy,toys,hula hoop,Is it true that hula hoops are a type of toy?,Is it true that toys are a type of hula hoop?
262,1045,swordfish,swordfish,seafood,seafood,seafoods,swordfish,Is it true that swordfish are a type of seafood?,Is it true that seafoods is a type of swordfish?
263,1049,swordfish,swordfish,sea animal,sea animal,sea animals,swordfish,Is it true that swordfish are a type of sea animal?,Is it true that sea animals are a type of swordfish?
264,1053,swordfish,swordfish,animal,animal,animals,swordfish,Is it true that swordfish are a type of animal?,Is it true that animals are a type of swordfish?
265,1057,swordfish,swordfish,food,food,foods,swordfish,Is it true that swordfish are a type of food?,Is it true that foods is a type of swordfish?
266,1061,rollerskate,rollerskates,footwear,footwear,footwears,rollerskate,Is it true that rollerskates are a type of footwear?,Is it true that footwears is a type of rollerskate?
267,1065,knife,knives,weapon,weapon,weapons,knife,Is it true that knives are a type of weapon?,Is it true that weapons are a type of knife?
268,1069,knife,knives,tool,tool,tools,knife,Is it true that knives are a type of tool?,Is it true that tools are a type of knife?
269,1073,knife,knives,kitchen tool,kitchen tool,kitchen tools,knife,Is it true that knives are a type of kitchen tool?,Is it true that kitchen tools are a type of knife?
270,1077,cornbread,cornbread,food,food,food,cornbread,Is it true that cornbread is a type of food?,Is it true that food is a type of cornbread?
271,1081,coconut,coconuts,food,food,foods,coconut,Is it true that coconuts are a type of food?,Is it true that foods is a type of coconut?
272,1085,coconut,coconuts,fruit,fruit,fruits,coconut,Is it true that coconuts are a type of fruit?,Is it true that fruits are a type of coconut?
273,1089,sweeper,sweepers,tool,tool,tools,sweeper,Is it true that sweepers are a type of tool?,Is it true that tools are a type of sweeper?
274,1093,beaver,beavers,mammal,mammal,mammals,beaver,Is it true that beavers are a type of mammal?,Is it true that mammals are a type of beaver?
275,1097,beaver,beavers,animal,animal,animals,beaver,Is it true that beavers are a type of animal?,Is it true that animals are a type of beaver?
276,1101,cactus,cactus,plant,plant,plant,cactus,Is it true that a cactus is a type of plant?,Is it true that a plant are a type of cactus?
277,1105,kazoo,kazoos,musical instrument,musical instrument,musical instruments,kazoo,Is it true that kazoos are a type of musical instrument?,Is it true that musical instruments are a type of kazoo?
278,1109,marmalade,marmalade,condiment,condiment,condiment,marmalade,Is it true that marmalade is a type of condiment?,Is it true that a condiment are a type of marmalade?
279,1113,marmalade,marmalade,food,food,food,marmalade,Is it true that marmalade is a type of food?,Is it true that food is a type of marmalade?
280,1117,marshmallow,marshmallows,candy,candy,candies,marshmallow,Is it true that marshmallows are a type of candy?,Is it true that candies is a type of marshmallow?
281,1121,marshmallow,marshmallows,food,food,foods,marshmallow,Is it true that marshmallows are a type of food?,Is it true that foods is a type of marshmallow?
282,1125,pedal,pedals,auto part,auto part,auto parts,pedal,Is it true that pedals are a type of auto part?,Is it true that auto parts are a type of pedal?
283,1129,sweet potato,sweet potatoes,vegetable,vegetable,vegetables,sweet potato,Is it true that sweet potatoes are a type of vegetable?,Is it true that vegetables are a type of sweet potato?
284,1133,sweet potato,sweet potatoes,food,food,foods,sweet potato,Is it true that sweet potatoes are a type of food?,Is it true that foods is a type of sweet potato?
285,1137,pepper,peppers,food,food,foods,pepper,Is it true that peppers are a type of food?,Is it true that foods is a type of pepper?
286,1141,pepper,peppers,vegetable,vegetable,vegetables,pepper,Is it true that peppers are a type of vegetable?,Is it true that vegetables are a type of pepper?
287,1145,chihuahua,chihuahuas,animal,animal,animals,chihuahua,Is it true that chihuahuas are a type of animal?,Is it true that animals are a type of chihuahua?
