item,idx,ns_id,category,category_item,hypernym,hypernym_item,negative_sample,negative_item,hypernym_question,negative_question
51,203,ns_3,fruitcake,fruitcakes,food,food,protective clothing,protective clothing,Is it true that fruitcakes are a type of food?,Is it true that fruitcakes are a type of protective clothing?
51,204,ns_4,fruitcake,fruitcakes,food,food,candy,candy,Is it true that fruitcakes are a type of food?,Is it true that fruitcakes are a type of candy?
52,205,ns_1,yo-yo,yo-yos,game,game,outerwear,outerwear,Is it true that yo-yos are a type of game?,Is it true that yo-yos are a type of outerwear?
52,206,ns_2,yo-yo,yo-yos,game,game,animal,animal,Is it true that yo-yos are a type of game?,Is it true that yo-yos are a type of animal?
52,207,ns_3,yo-yo,yo-yos,game,game,medical equipment,medical equipment,Is it true that yo-yos are a type of game?,Is it true that yo-yos are a type of medical equipment?
52,208,ns_4,yo-yo,yo-yos,game,game,livestock,livestock,Is it true that yo-yos are a type of game?,Is it true that yo-yos are a type of livestock?
53,209,ns_1,yo-yo,yo-yos,toy,toy,livestock,livestock,Is it true that yo-yos are a type of toy?,Is it true that yo-yos are a type of livestock?
53,210,ns_2,yo-yo,yo-yos,toy,toy,accessory,accessory,Is it true that yo-yos are a type of toy?,Is it true that yo-yos are a type of accessory?
53,211,ns_3,yo-yo,yo-yos,toy,toy,insect,insect,Is it true that yo-yos are a type of toy?,Is it true that yo-yos are a type of insect?
53,212,ns_4,yo-yo,yo-yos,toy,toy,candy,candy,Is it true that yo-yos are a type of toy?,Is it true that yo-yos are a type of candy?
54,213,ns_1,peg,pegs,tool,tool,garden tool,garden tool,Is it true that pegs are a type of tool?,Is it true that pegs are a type of garden tool?
54,214,ns_2,peg,pegs,tool,tool,dessert,dessert,Is it true that pegs are a type of tool?,Is it true that pegs are a type of dessert?
54,215,ns_3,peg,pegs,tool,tool,electronic device,electronic device,Is it true that pegs are a type of tool?,Is it true that pegs are a type of electronic device?
54,216,ns_4,peg,pegs,tool,tool,kitchen equipment,kitchen equipment,Is it true that pegs are a type of tool?,Is it true that pegs are a type of kitchen equipment?
55,217,ns_1,peg,pegs,fastener,fastener,women's clothing,women's clothes,Is it true that pegs are a type of fastener?,Is it true that pegs are a type of women's clothes?
55,218,ns_2,peg,pegs,fastener,fastener,vegetable,vegetable,Is it true that pegs are a type of fastener?,Is it true that pegs are a type of vegetable?
55,219,ns_3,peg,pegs,fastener,fastener,candy,candy,Is it true that pegs are a type of fastener?,Is it true that pegs are a type of candy?
55,220,ns_4,peg,pegs,fastener,fastener,protective clothing,protective clothing,Is it true that pegs are a type of fastener?,Is it true that pegs are a type of protective clothing?
56,221,ns_1,seaweed,seaweeds,seafood,seafood,water vehicle,water vehicle,Is it true that seaweeds are a type of seafood?,Is it true that seaweeds are a type of water vehicle?
56,222,ns_2,seaweed,seaweeds,seafood,seafood,container,container,Is it true that seaweeds are a type of seafood?,Is it true that seaweeds are a type of container?
56,223,ns_3,seaweed,seaweeds,seafood,seafood,furniture,furniture,Is it true that seaweeds are a type of seafood?,Is it true that seaweeds are a type of furniture?
56,224,ns_4,seaweed,seaweeds,seafood,seafood,clothing,clothing,Is it true that seaweeds are a type of seafood?,Is it true that seaweeds are a type of clothing?
57,225,ns_1,seaweed,seaweeds,food,food,office supply,office supply,Is it true that seaweeds are a type of food?,Is it true that seaweeds are a type of office supply?
57,226,ns_2,seaweed,seaweeds,food,food,vehicle,vehicle,Is it true that seaweeds are a type of food?,Is it true that seaweeds are a type of vehicle?
57,227,ns_3,seaweed,seaweeds,food,food,fruit,fruit,Is it true that seaweeds are a type of food?,Is it true that seaweeds are a type of fruit?
57,228,ns_4,seaweed,seaweeds,food,food,protective clothing,protective clothing,Is it true that seaweeds are a type of food?,Is it true that seaweeds are a type of protective clothing?
58,229,ns_1,seaweed,seaweeds,plant,plant,school supply,school supply,Is it true that seaweeds are a type of plant?,Is it true that seaweeds are a type of school supply?
58,230,ns_2,seaweed,seaweeds,plant,plant,container,container,Is it true that seaweeds are a type of plant?,Is it true that seaweeds are a type of container?
58,231,ns_3,seaweed,seaweeds,plant,plant,game,game,Is it true that seaweeds are a type of plant?,Is it true that seaweeds are a type of game?
58,232,ns_4,seaweed,seaweeds,plant,plant,vehicle,vehicle,Is it true that seaweeds are a type of plant?,Is it true that seaweeds are a type of vehicle?
59,233,ns_1,teapot,teapots,container,container,garden tool,garden tool,Is it true that teapots are a type of container?,Is it true that teapots are a type of garden tool?
59,234,ns_2,teapot,teapots,container,container,vehicle,vehicle,Is it true that teapots are a type of container?,Is it true that teapots are a type of vehicle?
59,235,ns_3,teapot,teapots,container,container,game,game,Is it true that teapots are a type of container?,Is it true that teapots are a type of game?
59,236,ns_4,teapot,teapots,container,container,fruit,fruit,Is it true that teapots are a type of container?,Is it true that teapots are a type of fruit?
60,237,ns_1,wedding cake,wedding cakes,food,food,garden tool,garden tool,Is it true that wedding cakes are a type of food?,Is it true that wedding cakes are a type of garden tool?
60,238,ns_2,wedding cake,wedding cakes,food,food,plant,plant,Is it true that wedding cakes are a type of food?,Is it true that wedding cakes are a type of plant?
60,239,ns_3,wedding cake,wedding cakes,food,food,livestock,livestock,Is it true that wedding cakes are a type of food?,Is it true that wedding cakes are a type of livestock?
60,240,ns_4,wedding cake,wedding cakes,food,food,drink,drink,Is it true that wedding cakes are a type of food?,Is it true that wedding cakes are a type of drink?
61,241,ns_1,wedding cake,wedding cakes,dessert,dessert,tool,tool,Is it true that wedding cakes are a type of dessert?,Is it true that wedding cakes are a type of tool?
61,242,ns_2,wedding cake,wedding cakes,dessert,dessert,insect,insect,Is it true that wedding cakes are a type of dessert?,Is it true that wedding cakes are a type of insect?
61,243,ns_3,wedding cake,wedding cakes,dessert,dessert,bird,bird,Is it true that wedding cakes are a type of dessert?,Is it true that wedding cakes are a type of bird?
61,244,ns_4,wedding cake,wedding cakes,dessert,dessert,sea animal,sea animal,Is it true that wedding cakes are a type of dessert?,Is it true that wedding cakes are a type of sea animal?
62,245,ns_1,bread,bread,food,food,fruit,fruit,Is it true that bread is a type of food?,Is it true that bread is a type of fruit?
62,246,ns_2,bread,bread,food,food,condiment,condiment,Is it true that bread is a type of food?,Is it true that bread is a type of condiment?
62,247,ns_3,bread,bread,food,food,garden tool,garden tool,Is it true that bread is a type of food?,Is it true that bread is a type of garden tool?
62,248,ns_4,bread,bread,food,food,footwear,footwear,Is it true that bread is a type of food?,Is it true that bread is a type of footwear?
63,249,ns_1,breadstick,breadsticks,food,food,fruit,fruit,Is it true that breadsticks are a type of food?,Is it true that breadsticks are a type of fruit?
63,250,ns_2,breadstick,breadsticks,food,food,toy,toy,Is it true that breadsticks are a type of food?,Is it true that breadsticks are a type of toy?
63,251,ns_3,breadstick,breadsticks,food,food,dessert,dessert,Is it true that breadsticks are a type of food?,Is it true that breadsticks are a type of dessert?
63,252,ns_4,breadstick,breadsticks,food,food,toiletry,toiletry,Is it true that breadsticks are a type of food?,Is it true that breadsticks are a type of toiletry?
64,253,ns_1,dumpling,dumplings,food,food,condiment,condiment,Is it true that dumplings are a type of food?,Is it true that dumplings are a type of condiment?
64,254,ns_2,dumpling,dumplings,food,food,medical equipment,medical equipment,Is it true that dumplings are a type of food?,Is it true that dumplings are a type of medical equipment?
64,255,ns_3,dumpling,dumplings,food,food,electronic device,electronic device,Is it true that dumplings are a type of food?,Is it true that dumplings are a type of electronic device?
64,256,ns_4,dumpling,dumplings,food,food,insect,insect,Is it true that dumplings are a type of food?,Is it true that dumplings are a type of insect?
65,257,ns_1,cougar,cougars,animal,animal,musical instrument,musical instrument,Is it true that cougars are a type of animal?,Is it true that cougars are a type of musical instrument?
65,258,ns_2,cougar,cougars,animal,animal,electronic device,electronic device,Is it true that cougars are a type of animal?,Is it true that cougars are a type of electronic device?
65,259,ns_3,cougar,cougars,animal,animal,footwear,footwear,Is it true that cougars are a type of animal?,Is it true that cougars are a type of footwear?
65,260,ns_4,cougar,cougars,animal,animal,water vehicle,water vehicle,Is it true that cougars are a type of animal?,Is it true that cougars are a type of water vehicle?
66,261,ns_1,cougar,cougars,mammal,mammal,footwear,footwear,Is it true that cougars are a type of mammal?,Is it true that cougars are a type of footwear?
66,262,ns_2,cougar,cougars,mammal,mammal,food,food,Is it true that cougars are a type of mammal?,Is it true that cougars are a type of food?
66,263,ns_3,cougar,cougars,mammal,mammal,fastener,fastener,Is it true that cougars are a type of mammal?,Is it true that cougars are a type of fastener?
66,264,ns_4,cougar,cougars,mammal,mammal,bird,bird,Is it true that cougars are a type of mammal?,Is it true that cougars are a type of bird?
67,265,ns_1,boar,boars,mammal,mammal,vegetable,vegetable,Is it true that boars are a type of mammal?,Is it true that boars are a type of vegetable?
67,266,ns_2,boar,boars,mammal,mammal,musical instrument,musical instrument,Is it true that boars are a type of mammal?,Is it true that boars are a type of musical instrument?
67,267,ns_3,boar,boars,mammal,mammal,tool,tool,Is it true that boars are a type of mammal?,Is it true that boars are a type of tool?
67,268,ns_4,boar,boars,mammal,mammal,plant,plant,Is it true that boars are a type of mammal?,Is it true that boars are a type of plant?
68,269,ns_1,boar,boars,animal,animal,drink,drink,Is it true that boars are a type of animal?,Is it true that boars are a type of drink?
68,270,ns_2,boar,boars,animal,animal,food,food,Is it true that boars are a type of animal?,Is it true that boars are a type of food?
68,271,ns_3,boar,boars,animal,animal,kitchen tool,kitchen tool,Is it true that boars are a type of animal?,Is it true that boars are a type of kitchen tool?
68,272,ns_4,boar,boars,animal,animal,dessert,dessert,Is it true that boars are a type of animal?,Is it true that boars are a type of dessert?
69,273,ns_1,school bus,school buses,vehicle,vehicle,kitchen tool,kitchen tool,Is it true that school buses are a type of vehicle?,Is it true that school buses are a type of kitchen tool?
69,274,ns_2,school bus,school buses,vehicle,vehicle,animal,animal,Is it true that school buses are a type of vehicle?,Is it true that school buses are a type of animal?
69,275,ns_3,school bus,school buses,vehicle,vehicle,condiment,condiment,Is it true that school buses are a type of vehicle?,Is it true that school buses are a type of condiment?
69,276,ns_4,school bus,school buses,vehicle,vehicle,garden tool,garden tool,Is it true that school buses are a type of vehicle?,Is it true that school buses are a type of garden tool?
70,277,ns_1,plaster cast,plaster casts,medical equipment,medical equipment,candy,candy,Is it true that plaster casts are a type of medical equipment?,Is it true that plaster casts are a type of candy?
70,278,ns_2,plaster cast,plaster casts,medical equipment,medical equipment,school supply,school supply,Is it true that plaster casts are a type of medical equipment?,Is it true that plaster casts are a type of school supply?
